year,city,scenario,temperature_f,precip_mm
1989,Phoenix,ssp126,63.71,1.8285
1990,Phoenix,ssp126,63.0,1.9895
1991,Phoenix,ssp126,65.82,1.1181
1992,Phoenix,ssp126,64.76,0.9586
1993,Phoenix,ssp126,64.03,0.9149
1994,Phoenix,ssp126,63.16,1.2191
1995,Phoenix,ssp126,64.33,0.9964
1996,Phoenix,ssp126,65.44,0.9155
1997,Phoenix,ssp126,64.31,0.9246
1998,Phoenix,ssp126,63.87,1.2281
1999,Phoenix,ssp126,64.55,1.3259
2000,Phoenix,ssp126,65.34,1.2636
2001,Phoenix,ssp126,63.07,1.9544
2002,Phoenix,ssp126,63.93,1.5161
2003,Phoenix,ssp126,65.05,1.5853
2004,Phoenix,ssp126,65.1,1.219
2005,Phoenix,ssp126,65.69,1.1959
2006,Phoenix,ssp126,65.28,0.8804
2007,Phoenix,ssp126,65.15,0.907
2008,Phoenix,ssp126,65.76,1.0116
2009,Phoenix,ssp126,64.17,1.1044
2010,Phoenix,ssp126,64.68,1.2649
2011,Phoenix,ssp126,66.15,1.1696
2012,Phoenix,ssp126,65.24,1.1787
2013,Phoenix,ssp126,65.4,1.151
2014,Phoenix,ssp126,66.58,1.0271
2015,Phoenix,ssp126,66.11,0.4607
2016,Phoenix,ssp126,66.28,1.3232
2017,Phoenix,ssp126,64.52,1.6415
2018,Phoenix,ssp126,65.09,1.2213
2019,Phoenix,ssp126,64.67,1.2395
2020,Phoenix,ssp126,63.23,1.7831
2021,Phoenix,ssp126,66.21,1.0188
2022,Phoenix,ssp126,67.27,1.077
2023,Phoenix,ssp126,66.07,1.3496
2024,Phoenix,ssp126,67.02,0.7339
2025,Phoenix,ssp126,68.6,0.7026
2026,Phoenix,ssp126,66.96,1.1471
2027,Phoenix,ssp126,66.28,1.2315
2028,Phoenix,ssp126,65.62,1.411
2029,Phoenix,ssp126,66.65,1.0339
2030,Phoenix,ssp126,66.22,1.3579
2031,Phoenix,ssp126,65.94,1.4668
2032,Phoenix,ssp126,66.39,1.6334
2033,Phoenix,ssp126,65.49,1.663
2034,Phoenix,ssp126,65.36,1.7582
2035,Phoenix,ssp126,66.12,1.4273
2036,Phoenix,ssp126,65.95,1.3944
2037,Phoenix,ssp126,65.86,1.791
2038,Phoenix,ssp126,66.42,1.2758
2039,Phoenix,ssp126,65.11,1.1649
2040,Phoenix,ssp126,67.15,0.7292
2041,Phoenix,ssp126,67.15,1.3055
2042,Phoenix,ssp126,66.33,1.6035
2043,Phoenix,ssp126,67.09,1.095
2044,Phoenix,ssp126,67.37,0.6869
2045,Phoenix,ssp126,67.24,1.2108
2046,Phoenix,ssp126,66.83,1.1775
2047,Phoenix,ssp126,66.9,1.2293
2048,Phoenix,ssp126,66.68,1.1669
2049,Phoenix,ssp126,66.5,1.3882
2050,Phoenix,ssp126,66.98,1.4067
2051,Phoenix,ssp126,65.12,1.8444
2052,Phoenix,ssp126,66.09,1.1278
2053,Phoenix,ssp126,66.93,0.7566
2054,Phoenix,ssp126,66.97,1.0256
2055,Phoenix,ssp126,66.25,1.4089
2056,Phoenix,ssp126,66.61,1.5328
2057,Phoenix,ssp126,66.0,1.398
2058,Phoenix,ssp126,67.48,1.0054
2059,Phoenix,ssp126,67.84,1.0715
2060,Phoenix,ssp126,68.21,1.0619
2061,Phoenix,ssp126,66.38,1.6893
2062,Phoenix,ssp126,65.56,2.1349
2063,Phoenix,ssp126,65.9,1.4841
2064,Phoenix,ssp126,66.53,1.1815
2065,Phoenix,ssp126,66.93,1.3589
2066,Phoenix,ssp126,67.6,1.178
2067,Phoenix,ssp126,67.97,0.8661
2068,Phoenix,ssp126,67.12,1.1892
2069,Phoenix,ssp126,67.63,1.0988
2070,Phoenix,ssp126,67.4,0.8598
2071,Phoenix,ssp126,65.65,1.1013
2072,Phoenix,ssp126,67.21,1.2157
2073,Phoenix,ssp126,67.22,1.0992
2074,Phoenix,ssp126,67.18,1.2104
2075,Phoenix,ssp126,66.01,1.2647
2076,Phoenix,ssp126,66.66,1.2543
2077,Phoenix,ssp126,66.84,1.7436
2078,Phoenix,ssp126,67.18,1.098
2079,Phoenix,ssp126,66.57,0.9283
2080,Phoenix,ssp126,66.12,1.2679
2081,Phoenix,ssp126,66.81,1.3038
2082,Phoenix,ssp126,65.69,1.6901
2083,Phoenix,ssp126,67.67,0.8293
2084,Phoenix,ssp126,68.22,0.8901
2085,Phoenix,ssp126,66.88,0.9348
2086,Phoenix,ssp126,66.86,1.1089
2087,Phoenix,ssp126,65.95,1.5508
2088,Phoenix,ssp126,65.72,1.4556
2089,Phoenix,ssp126,67.16,0.7398
2090,Phoenix,ssp126,66.08,1.4283
2091,Phoenix,ssp126,68.1,0.9195
2092,Phoenix,ssp126,67.58,0.9902
2093,Phoenix,ssp126,67.75,0.8407
2094,Phoenix,ssp126,68.22,0.937
2095,Phoenix,ssp126,66.43,1.0683
2096,Phoenix,ssp126,66.61,1.097
2097,Phoenix,ssp126,65.58,1.3761
2098,Phoenix,ssp126,65.73,1.4837
2099,Phoenix,ssp126,65.61,1.2299
2100,Phoenix,ssp126,66.54,1.0047
1950,San Diego,ssp245,61.66,0.9122
1951,San Diego,ssp245,63.17,1.0744
1952,San Diego,ssp245,61.89,0.9374
1953,San Diego,ssp245,61.9,0.9905
1954,San Diego,ssp245,63.17,0.9152
1955,San Diego,ssp245,62.82,0.637
1956,San Diego,ssp245,61.43,0.6952
1957,San Diego,ssp245,63.08,1.0194
1958,San Diego,ssp245,62.5,1.3755
1959,San Diego,ssp245,60.66,1.6682
1960,San Diego,ssp245,62.1,0.687
1961,San Diego,ssp245,61.64,0.9685
1962,San Diego,ssp245,60.43,1.0815
1963,San Diego,ssp245,61.28,0.8366
1964,San Diego,ssp245,60.81,0.7365
1965,San Diego,ssp245,61.96,0.812
1966,San Diego,ssp245,60.69,1.0973
1967,San Diego,ssp245,60.83,0.9825
1968,San Diego,ssp245,62.3,0.7182
1969,San Diego,ssp245,62.43,0.4072
1970,San Diego,ssp245,61.24,0.6326
1971,San Diego,ssp245,61.97,0.6754
1972,San Diego,ssp245,61.17,0.7099
1973,San Diego,ssp245,62.46,0.6485
1974,San Diego,ssp245,62.01,0.8544
1975,San Diego,ssp245,61.61,0.689
1976,San Diego,ssp245,60.92,0.7687
1977,San Diego,ssp245,61.16,1.7349
1978,San Diego,ssp245,60.64,1.6497
1979,San Diego,ssp245,62.1,1.2157
1980,San Diego,ssp245,62.78,1.1131
1981,San Diego,ssp245,61.54,1.1833
1982,San Diego,ssp245,61.77,1.0294
1983,San Diego,ssp245,61.36,0.77
1984,San Diego,ssp245,59.71,0.7903
1985,San Diego,ssp245,59.6,0.9116
1986,San Diego,ssp245,61.5,0.9023
1987,San Diego,ssp245,60.34,1.101
1988,San Diego,ssp245,60.52,0.8064
1989,San Diego,ssp245,61.59,1.1167
1990,San Diego,ssp245,62.1,1.289
1991,San Diego,ssp245,63.62,0.6918
1992,San Diego,ssp245,62.77,0.6485
1993,San Diego,ssp245,61.79,0.631
1994,San Diego,ssp245,61.29,0.8606
1995,San Diego,ssp245,61.53,0.7134
1996,San Diego,ssp245,61.56,0.5813
1997,San Diego,ssp245,61.92,0.4728
1998,San Diego,ssp245,61.04,1.1556
1999,San Diego,ssp245,61.78,1.2509
2000,San Diego,ssp245,62.51,0.8405
2001,San Diego,ssp245,61.16,1.2772
2002,San Diego,ssp245,61.26,1.2901
2003,San Diego,ssp245,62.77,0.9862
2004,San Diego,ssp245,62.2,1.0405
2005,San Diego,ssp245,62.47,1.0982
2006,San Diego,ssp245,62.47,0.5801
2007,San Diego,ssp245,61.91,0.6962
2008,San Diego,ssp245,62.86,1.0479
2009,San Diego,ssp245,61.82,0.8037
2010,San Diego,ssp245,62.49,0.663
2011,San Diego,ssp245,63.43,0.8562
2012,San Diego,ssp245,62.91,1.0182
2013,San Diego,ssp245,62.24,1.0174
2014,San Diego,ssp245,62.6,0.5568
2015,San Diego,ssp245,62.01,0.6938
2016,San Diego,ssp245,61.57,0.8084
2017,San Diego,ssp245,62.96,0.8278
2018,San Diego,ssp245,62.01,1.8573
2019,San Diego,ssp245,62.28,1.3772
2020,San Diego,ssp245,63.0,0.614
2021,San Diego,ssp245,64.04,0.9675
2022,San Diego,ssp245,63.32,1.2199
2023,San Diego,ssp245,63.51,0.8676
2024,San Diego,ssp245,63.94,0.6838
2025,San Diego,ssp245,63.09,0.6898
2026,San Diego,ssp245,63.44,0.8709
2027,San Diego,ssp245,63.77,0.7286
2028,San Diego,ssp245,63.85,0.7457
2029,San Diego,ssp245,63.94,0.666
2030,San Diego,ssp245,63.84,0.7738
2031,San Diego,ssp245,64.25,0.8987
2032,San Diego,ssp245,63.89,1.0458
2033,San Diego,ssp245,65.05,0.6814
2034,San Diego,ssp245,62.89,0.7437
2035,San Diego,ssp245,64.07,0.7842
2036,San Diego,ssp245,64.86,0.8673
2037,San Diego,ssp245,64.26,0.7922
2038,San Diego,ssp245,63.28,1.2089
2039,San Diego,ssp245,63.03,0.9197
2040,San Diego,ssp245,64.42,0.5669
2041,San Diego,ssp245,63.73,0.9348
2042,San Diego,ssp245,64.96,0.5882
2043,San Diego,ssp245,64.06,0.5837
2044,San Diego,ssp245,63.65,0.9766
2045,San Diego,ssp245,64.64,0.699
2046,San Diego,ssp245,64.71,0.6079
2047,San Diego,ssp245,64.04,0.8589
2048,San Diego,ssp245,64.17,0.89
2049,San Diego,ssp245,63.31,0.851
2050,San Diego,ssp245,64.21,0.5669
2051,San Diego,ssp245,64.23,0.6283
2052,San Diego,ssp245,63.73,1.2708
2053,San Diego,ssp245,63.8,1.3841
2054,San Diego,ssp245,65.53,1.3913
2055,San Diego,ssp245,64.28,1.2314
2056,San Diego,ssp245,63.62,1.1311
2057,San Diego,ssp245,64.64,1.1175
2058,San Diego,ssp245,65.95,0.3913
2059,San Diego,ssp245,66.71,0.7361
2060,San Diego,ssp245,64.53,1.6429
2061,San Diego,ssp245,63.71,1.0932
2062,San Diego,ssp245,64.66,0.9613
2063,San Diego,ssp245,64.45,0.9367
2064,San Diego,ssp245,64.51,1.0415
2065,San Diego,ssp245,64.08,0.7853
2066,San Diego,ssp245,63.55,0.6838
2067,San Diego,ssp245,64.31,0.8291
2068,San Diego,ssp245,63.99,1.3359
2069,San Diego,ssp245,64.23,1.0062
2070,San Diego,ssp245,63.39,0.4346
2071,San Diego,ssp245,63.48,0.5986
2072,San Diego,ssp245,64.99,0.9991
2073,San Diego,ssp245,65.49,0.8275
2074,San Diego,ssp245,64.44,0.5824
2075,San Diego,ssp245,64.66,0.7
2076,San Diego,ssp245,64.46,1.253
2077,San Diego,ssp245,64.66,1.2965
2078,San Diego,ssp245,65.14,0.5114
2079,San Diego,ssp245,65.38,0.7021
2080,San Diego,ssp245,66.02,1.0733
2081,San Diego,ssp245,65.04,0.8988
2082,San Diego,ssp245,64.05,1.2307
2083,San Diego,ssp245,64.24,0.9599
2084,San Diego,ssp245,65.8,0.8449
2085,San Diego,ssp245,64.55,1.3396
2086,San Diego,ssp245,64.82,0.7445
2087,San Diego,ssp245,66.32,0.3528
2088,San Diego,ssp245,65.91,0.764
2089,San Diego,ssp245,65.25,0.9769
2090,San Diego,ssp245,65.29,0.7251
2091,San Diego,ssp245,64.83,0.9076
2092,San Diego,ssp245,65.17,0.8084
2093,San Diego,ssp245,66.17,0.4597
2094,San Diego,ssp245,65.67,0.9504
2095,San Diego,ssp245,65.44,1.0898
2096,San Diego,ssp245,66.33,0.4614
2097,San Diego,ssp245,65.73,1.0607
2098,San Diego,ssp245,65.23,0.923
2099,San Diego,ssp245,66.52,0.3908
2100,San Diego,ssp245,66.93,0.6784
1950,Los Angeles,ssp245,58.43,1.3342
1951,Los Angeles,ssp245,60.14,1.1708
1952,Los Angeles,ssp245,58.89,1.1752
1953,Los Angeles,ssp245,58.92,0.9877
1954,Los Angeles,ssp245,60.6,1.2213
1955,Los Angeles,ssp245,60.55,0.8498
1956,Los Angeles,ssp245,58.74,0.8724
1957,Los Angeles,ssp245,59.64,1.3239
1958,Los Angeles,ssp245,59.48,1.8654
1959,Los Angeles,ssp245,56.97,2.1889
1960,Los Angeles,ssp245,59.34,0.7774
1961,Los Angeles,ssp245,58.48,1.1396
1962,Los Angeles,ssp245,57.24,1.2441
1963,Los Angeles,ssp245,58.4,1.136
1964,Los Angeles,ssp245,58.49,0.7619
1965,Los Angeles,ssp245,59.08,1.1131
1966,Los Angeles,ssp245,56.88,1.6316
1967,Los Angeles,ssp245,57.25,1.3285
1968,Los Angeles,ssp245,59.1,0.9777
1969,Los Angeles,ssp245,60.03,0.6589
1970,Los Angeles,ssp245,58.47,1.1674
1971,Los Angeles,ssp245,58.89,1.1174
1972,Los Angeles,ssp245,58.99,0.8609
1973,Los Angeles,ssp245,60.02,0.6875
1974,Los Angeles,ssp245,59.54,0.8627
1975,Los Angeles,ssp245,59.06,0.8184
1976,Los Angeles,ssp245,58.31,1.1372
1977,Los Angeles,ssp245,58.43,2.2347
1978,Los Angeles,ssp245,56.84,2.607
1979,Los Angeles,ssp245,58.68,1.8055
1980,Los Angeles,ssp245,59.85,1.2063
1981,Los Angeles,ssp245,58.03,1.3324
1982,Los Angeles,ssp245,58.39,1.4011
1983,Los Angeles,ssp245,58.26,1.1007
1984,Los Angeles,ssp245,56.92,1.1016
1985,Los Angeles,ssp245,56.97,1.0609
1986,Los Angeles,ssp245,59.06,1.1814
1987,Los Angeles,ssp245,57.42,1.3756
1988,Los Angeles,ssp245,57.99,1.2666
1989,Los Angeles,ssp245,58.93,1.5555
1990,Los Angeles,ssp245,58.44,1.7819
1991,Los Angeles,ssp245,60.21,1.2617
1992,Los Angeles,ssp245,59.76,1.0058
1993,Los Angeles,ssp245,58.94,0.8085
1994,Los Angeles,ssp245,58.21,1.1058
1995,Los Angeles,ssp245,58.84,0.9204
1996,Los Angeles,ssp245,59.92,0.7745
1997,Los Angeles,ssp245,59.3,0.7129
1998,Los Angeles,ssp245,57.51,1.5666
1999,Los Angeles,ssp245,58.51,1.6872
2000,Los Angeles,ssp245,60.09,1.2068
2001,Los Angeles,ssp245,58.25,1.765
2002,Los Angeles,ssp245,58.22,1.5985
2003,Los Angeles,ssp245,60.34,1.0525
2004,Los Angeles,ssp245,59.28,1.5806
2005,Los Angeles,ssp245,60.04,1.4476
2006,Los Angeles,ssp245,59.78,0.8841
2007,Los Angeles,ssp245,59.31,0.7782
2008,Los Angeles,ssp245,60.49,1.0921
2009,Los Angeles,ssp245,59.07,1.1593
2010,Los Angeles,ssp245,59.55,0.972
2011,Los Angeles,ssp245,60.79,1.0949
2012,Los Angeles,ssp245,59.89,1.3136
2013,Los Angeles,ssp245,59.64,1.3582
2014,Los Angeles,ssp245,60.92,0.698
2015,Los Angeles,ssp245,60.11,1.2339
2016,Los Angeles,ssp245,58.54,1.2248
2017,Los Angeles,ssp245,60.13,1.0878
2018,Los Angeles,ssp245,59.21,2.5652
2019,Los Angeles,ssp245,59.02,2.0546
2020,Los Angeles,ssp245,60.52,0.8022
2021,Los Angeles,ssp245,62.22,1.2393
2022,Los Angeles,ssp245,60.87,1.4329
2023,Los Angeles,ssp245,60.52,1.2217
2024,Los Angeles,ssp245,61.3,1.013
2025,Los Angeles,ssp245,60.42,1.1552
2026,Los Angeles,ssp245,61.42,1.1031
2027,Los Angeles,ssp245,61.37,1.0347
2028,Los Angeles,ssp245,61.07,1.2412
2029,Los Angeles,ssp245,61.31,0.9084
2030,Los Angeles,ssp245,61.08,1.0388
2031,Los Angeles,ssp245,61.94,1.042
2032,Los Angeles,ssp245,61.38,1.4013
2033,Los Angeles,ssp245,62.23,1.0978
2034,Los Angeles,ssp245,60.67,0.9545
2035,Los Angeles,ssp245,61.21,1.1213
2036,Los Angeles,ssp245,61.46,1.2891
2037,Los Angeles,ssp245,61.42,1.142
2038,Los Angeles,ssp245,60.35,1.4877
2039,Los Angeles,ssp245,60.62,1.0902
2040,Los Angeles,ssp245,62.26,0.8695
2041,Los Angeles,ssp245,60.67,1.4203
2042,Los Angeles,ssp245,62.82,0.7827
2043,Los Angeles,ssp245,62.26,0.7097
2044,Los Angeles,ssp245,60.76,1.136
2045,Los Angeles,ssp245,62.52,0.6653
2046,Los Angeles,ssp245,62.19,0.9921
2047,Los Angeles,ssp245,60.98,1.5196
2048,Los Angeles,ssp245,61.26,1.3193
2049,Los Angeles,ssp245,60.6,1.0468
2050,Los Angeles,ssp245,61.65,0.9442
2051,Los Angeles,ssp245,61.77,0.9089
2052,Los Angeles,ssp245,60.94,1.3396
2053,Los Angeles,ssp245,60.96,1.7851
2054,Los Angeles,ssp245,62.79,1.9431
2055,Los Angeles,ssp245,61.31,1.6299
2056,Los Angeles,ssp245,61.09,1.4638
2057,Los Angeles,ssp245,61.95,1.6282
2058,Los Angeles,ssp245,63.82,0.5988
2059,Los Angeles,ssp245,64.27,1.1802
2060,Los Angeles,ssp245,60.66,2.4868
2061,Los Angeles,ssp245,60.68,1.3911
2062,Los Angeles,ssp245,62.28,1.1902
2063,Los Angeles,ssp245,61.6,1.4188
2064,Los Angeles,ssp245,61.87,1.4621
2065,Los Angeles,ssp245,61.6,1.127
2066,Los Angeles,ssp245,61.7,0.9011
2067,Los Angeles,ssp245,62.12,1.3368
2068,Los Angeles,ssp245,61.05,1.9539
2069,Los Angeles,ssp245,60.67,1.6714
2070,Los Angeles,ssp245,60.7,0.8899
2071,Los Angeles,ssp245,61.62,1.0592
2072,Los Angeles,ssp245,62.06,1.4834
2073,Los Angeles,ssp245,62.35,1.5318
2074,Los Angeles,ssp245,61.63,1.2059
2075,Los Angeles,ssp245,62.34,1.0035
2076,Los Angeles,ssp245,61.82,1.5035
2077,Los Angeles,ssp245,61.9,1.524
2078,Los Angeles,ssp245,63.34,0.6439
2079,Los Angeles,ssp245,63.56,0.9343
2080,Los Angeles,ssp245,63.21,1.4898
2081,Los Angeles,ssp245,62.84,1.1404
2082,Los Angeles,ssp245,61.27,1.7802
2083,Los Angeles,ssp245,61.4,1.474
2084,Los Angeles,ssp245,63.43,1.2242
2085,Los Angeles,ssp245,60.93,2.001
2086,Los Angeles,ssp245,61.42,1.1069
2087,Los Angeles,ssp245,64.28,0.7273
2088,Los Angeles,ssp245,63.08,1.464
2089,Los Angeles,ssp245,62.3,1.5938
2090,Los Angeles,ssp245,63.02,1.106
2091,Los Angeles,ssp245,62.74,1.0553
2092,Los Angeles,ssp245,62.69,1.0587
2093,Los Angeles,ssp245,64.31,0.6169
2094,Los Angeles,ssp245,63.75,1.2921
2095,Los Angeles,ssp245,62.56,1.6526
2096,Los Angeles,ssp245,64.32,0.5745
2097,Los Angeles,ssp245,63.38,1.4567
2098,Los Angeles,ssp245,62.3,1.44
2099,Los Angeles,ssp245,64.35,0.7807
2100,Los Angeles,ssp245,63.99,1.1835
1950,New York,ssp245,49.97,3.7111
1951,New York,ssp245,49.54,3.6892
1952,New York,ssp245,48.91,4.0896
1953,New York,ssp245,48.89,3.8048
1954,New York,ssp245,48.73,4.5208
1955,New York,ssp245,49.08,4.1378
1956,New York,ssp245,49.18,3.5818
1957,New York,ssp245,48.76,3.3225
1958,New York,ssp245,47.83,4.2348
1959,New York,ssp245,47.89,4.0914
1960,New York,ssp245,46.81,3.5414
1961,New York,ssp245,47.72,3.443
1962,New York,ssp245,48.45,4.2595
1963,New York,ssp245,48.71,3.7668
1964,New York,ssp245,47.91,4.1837
1965,New York,ssp245,47.35,4.2234
1966,New York,ssp245,48.33,3.8536
1967,New York,ssp245,47.88,4.3041
1968,New York,ssp245,48.33,3.9765
1969,New York,ssp245,48.08,4.1856
1970,New York,ssp245,47.96,3.516
1971,New York,ssp245,48.48,3.7752
1972,New York,ssp245,48.98,3.6992
1973,New York,ssp245,48.27,3.4155
1974,New York,ssp245,48.62,3.6473
1975,New York,ssp245,49.08,3.8299
1976,New York,ssp245,46.69,3.2751
1977,New York,ssp245,47.69,4.1224
1978,New York,ssp245,49.37,3.8149
1979,New York,ssp245,50.17,4.1576
1980,New York,ssp245,49.31,3.6946
1981,New York,ssp245,47.75,3.3172
1982,New York,ssp245,48.59,3.82
1983,New York,ssp245,47.51,3.6033
1984,New York,ssp245,48.12,3.7064
1985,New York,ssp245,48.26,3.6128
1986,New York,ssp245,47.74,3.71
1987,New York,ssp245,48.12,3.4447
1988,New York,ssp245,48.13,3.5509
1989,New York,ssp245,49.67,4.2016
1990,New York,ssp245,48.49,4.405
1991,New York,ssp245,48.84,3.6483
1992,New York,ssp245,48.35,2.8417
1993,New York,ssp245,47.65,3.5531
1994,New York,ssp245,48.15,4.3337
1995,New York,ssp245,48.91,4.0531
1996,New York,ssp245,48.46,3.6518
1997,New York,ssp245,47.44,3.4536
1998,New York,ssp245,48.42,3.5291
1999,New York,ssp245,47.85,3.7821
2000,New York,ssp245,47.31,4.2724
2001,New York,ssp245,49.85,4.4839
2002,New York,ssp245,48.85,4.201
2003,New York,ssp245,46.56,3.3114
2004,New York,ssp245,49.46,3.5717
2005,New York,ssp245,50.12,3.7747
2006,New York,ssp245,49.98,4.1247
2007,New York,ssp245,49.01,3.9423
2008,New York,ssp245,50.77,3.6527
2009,New York,ssp245,50.51,3.7017
2010,New York,ssp245,49.35,3.5787
2011,New York,ssp245,49.63,4.4034
2012,New York,ssp245,49.07,3.8589
2013,New York,ssp245,50.52,3.7755
2014,New York,ssp245,49.41,3.1939
2015,New York,ssp245,51.11,4.1227
2016,New York,ssp245,50.86,3.8836
2017,New York,ssp245,50.46,4.4058
2018,New York,ssp245,50.75,4.6307
2019,New York,ssp245,51.18,4.0639
2020,New York,ssp245,50.52,3.3727
2021,New York,ssp245,50.33,3.473
2022,New York,ssp245,51.22,3.8799
2023,New York,ssp245,50.67,3.9242
2024,New York,ssp245,51.5,4.0369
2025,New York,ssp245,51.95,4.313
2026,New York,ssp245,51.58,5.1818
2027,New York,ssp245,50.67,4.7025
2028,New York,ssp245,50.2,3.5981
2029,New York,ssp245,50.14,3.9543
2030,New York,ssp245,50.29,3.6866
2031,New York,ssp245,51.38,3.7004
2032,New York,ssp245,51.73,4.5324
2033,New York,ssp245,50.79,3.9631
2034,New York,ssp245,50.48,4.1851
2035,New York,ssp245,50.26,3.9809
2036,New York,ssp245,50.73,4.0722
2037,New York,ssp245,51.56,3.9095
2038,New York,ssp245,51.91,3.5024
2039,New York,ssp245,51.98,4.165
2040,New York,ssp245,49.48,3.8369
2041,New York,ssp245,50.21,3.8316
2042,New York,ssp245,51.73,3.9822
2043,New York,ssp245,50.91,4.4589
2044,New York,ssp245,51.38,4.1396
2045,New York,ssp245,51.7,4.4209
2046,New York,ssp245,52.05,3.9466
2047,New York,ssp245,52.85,4.7207
2048,New York,ssp245,51.9,4.2616
2049,New York,ssp245,53.38,3.8005
2050,New York,ssp245,51.3,4.888
2051,New York,ssp245,51.5,4.1555
2052,New York,ssp245,51.87,3.7027
2053,New York,ssp245,52.49,4.5065
2054,New York,ssp245,51.59,4.8883
2055,New York,ssp245,51.54,5.197
2056,New York,ssp245,52.05,4.7405
2057,New York,ssp245,53.09,4.6574
2058,New York,ssp245,52.32,3.7673
2059,New York,ssp245,52.17,4.165
2060,New York,ssp245,51.7,4.7558
2061,New York,ssp245,52.14,4.3641
2062,New York,ssp245,51.14,4.0308
2063,New York,ssp245,52.58,4.0993
2064,New York,ssp245,53.53,4.2234
2065,New York,ssp245,53.21,4.3701
2066,New York,ssp245,52.32,4.4033
2067,New York,ssp245,52.05,4.695
2068,New York,ssp245,51.53,4.725
2069,New York,ssp245,52.27,4.5351
2070,New York,ssp245,52.72,5.0909
2071,New York,ssp245,53.58,4.6453
2072,New York,ssp245,52.58,3.9795
2073,New York,ssp245,53.72,3.791
2074,New York,ssp245,53.24,4.2482
2075,New York,ssp245,54.82,4.3575
2076,New York,ssp245,54.75,4.8048
2077,New York,ssp245,55.62,4.5262
2078,New York,ssp245,53.89,4.4997
2079,New York,ssp245,53.1,3.5635
2080,New York,ssp245,54.06,4.4091
2081,New York,ssp245,55.17,4.3916
2082,New York,ssp245,53.78,4.4978
2083,New York,ssp245,54.34,4.8796
2084,New York,ssp245,53.86,4.5891
2085,New York,ssp245,53.78,4.3674
2086,New York,ssp245,54.66,4.2718
2087,New York,ssp245,53.79,4.1189
2088,New York,ssp245,53.22,4.5485
2089,New York,ssp245,53.24,4.3023
2090,New York,ssp245,53.72,3.5335
2091,New York,ssp245,53.76,4.1724
2092,New York,ssp245,53.63,4.1364
2093,New York,ssp245,54.04,4.0137
2094,New York,ssp245,54.4,4.1174
2095,New York,ssp245,54.2,4.7549
2096,New York,ssp245,53.8,4.943
2097,New York,ssp245,55.3,4.4135
2098,New York,ssp245,56.84,4.5854
2099,New York,ssp245,54.73,3.075
2100,New York,ssp245,54.1,3.6369
1950,Miami,ssp245,73.59,2.4015
1951,Miami,ssp245,74.49,1.9046
1952,Miami,ssp245,74.46,2.5518
1953,Miami,ssp245,74.04,3.1191
1954,Miami,ssp245,73.85,2.0431
1955,Miami,ssp245,73.67,2.3526
1956,Miami,ssp245,74.81,1.8679
1957,Miami,ssp245,74.08,2.119
1958,Miami,ssp245,73.8,2.6818
1959,Miami,ssp245,73.83,2.5709
1960,Miami,ssp245,73.78,2.3081
1961,Miami,ssp245,73.43,2.3999
1962,Miami,ssp245,74.96,1.7305
1963,Miami,ssp245,74.44,2.5129
1964,Miami,ssp245,73.78,2.5661
1965,Miami,ssp245,72.71,2.9093
1966,Miami,ssp245,74.61,2.2291
1967,Miami,ssp245,75.01,2.4599
1968,Miami,ssp245,74.32,3.1807
1969,Miami,ssp245,73.86,2.6847
1970,Miami,ssp245,74.49,2.3333
1971,Miami,ssp245,73.94,2.2402
1972,Miami,ssp245,74.03,1.9132
1973,Miami,ssp245,73.95,2.0872
1974,Miami,ssp245,75.42,2.2484
1975,Miami,ssp245,74.85,2.8332
1976,Miami,ssp245,73.36,3.0254
1977,Miami,ssp245,74.29,2.0458
1978,Miami,ssp245,74.53,1.9577
1979,Miami,ssp245,75.33,1.5525
1980,Miami,ssp245,74.95,1.5834
1981,Miami,ssp245,74.41,2.477
1982,Miami,ssp245,73.62,3.2611
1983,Miami,ssp245,73.52,3.172
1984,Miami,ssp245,74.87,2.4132
1985,Miami,ssp245,74.4,2.9677
1986,Miami,ssp245,74.25,2.3577
1987,Miami,ssp245,74.74,2.5394
1988,Miami,ssp245,74.74,2.1695
1989,Miami,ssp245,74.96,2.3393
1990,Miami,ssp245,73.45,3.0323
1991,Miami,ssp245,74.12,2.5552
1992,Miami,ssp245,74.11,2.1693
1993,Miami,ssp245,74.13,2.1749
1994,Miami,ssp245,74.38,2.3917
1995,Miami,ssp245,74.5,2.0096
1996,Miami,ssp245,73.74,2.8025
1997,Miami,ssp245,74.5,2.1964
1998,Miami,ssp245,74.4,2.445
1999,Miami,ssp245,74.6,2.9113
2000,Miami,ssp245,74.61,3.269
2001,Miami,ssp245,75.14,2.3696
2002,Miami,ssp245,74.78,2.3368
2003,Miami,ssp245,74.87,1.7721
2004,Miami,ssp245,74.4,2.3502
2005,Miami,ssp245,74.99,2.8294
2006,Miami,ssp245,75.1,2.3254
2007,Miami,ssp245,74.63,1.7393
2008,Miami,ssp245,75.2,1.963
2009,Miami,ssp245,75.73,2.0338
2010,Miami,ssp245,75.44,2.8593
2011,Miami,ssp245,76.08,2.147
2012,Miami,ssp245,76.02,2.1931
2013,Miami,ssp245,74.53,2.2033
2014,Miami,ssp245,75.01,2.0609
2015,Miami,ssp245,75.74,1.9887
2016,Miami,ssp245,75.38,3.1152
2017,Miami,ssp245,76.0,2.4324
2018,Miami,ssp245,76.56,3.6918
2019,Miami,ssp245,75.83,4.1314
2020,Miami,ssp245,76.46,2.7447
